"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","home_win","hdiff"
2017,4,2017-04-15,"16:35:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Port Adelaide",112,81,1,31
2017,4,2017-04-17,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",48,134,0,-86
2017,4,2017-04-15,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",104,106,0,-2
2017,4,2017-04-14,"16:20:00","VIC","Docklands","North Melbourne","Western Bulldogs",86,89,0,-3
2017,4,2017-04-13,"18:10:00","WA","Subiaco","West Coast","Sydney",91,65,1,26
2017,5,2017-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",100,82,1,18
2017,5,2017-04-22,"17:40:00","WA","Subiaco","Fremantle","North Melbourne",67,62,1,5
2017,5,2017-04-22,"16:35:00","QLD","Carrara","Gold Coast","Adelaide",86,153,0,-67
2017,5,2017-04-23,"16:40:00","VIC","M.C.G.","Hawthorn","West Coast",125,75,1,50
2017,5,2017-04-21,"19:20:00","SA","Adelaide Oval","Port Adelaide","Carlton",137,47,1,90
2017,5,2017-04-24,"19:25:00","VIC","M.C.G.","Richmond","Melbourne",88,75,1,13
2017,5,2017-04-23,"15:20:00","VIC","Docklands","St Kilda","Geelong",88,126,0,-38
2017,5,2017-04-22,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",63,105,0,-42
2017,5,2017-04-22,"13:45:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",122,90,1,32
2017,6,2017-04-30,"16:10:00","SA","Adelaide Oval","Adelaide","Richmond",140,64,1,76
2017,6,2017-04-29,"16:35:00","QLD","Gabba","Brisbane Lions","Port Adelaide",67,150,0,-83
2017,6,2017-04-29,"14:10:00","VIC","M.C.G.","Carlton","Sydney",97,78,1,19
2017,6,2017-04-30,"13:10:00","VIC","Docklands","Essendon","Melbourne",74,112,0,-38
2017,6,2017-04-30,"15:20:00","VIC","M.C.G.","Geelong","Collingwood",78,107,0,-29
2017,6,2017-04-28,"19:50:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",75,73,1,2
2017,6,2017-04-29,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","St Kilda",55,130,0,-75
2017,6,2017-04-29,"19:25:00","VIC","Docklands","North Melbourne","Gold Coast",107,94,1,13
2017,6,2017-04-29,"18:10:00","WA","Subiaco","West Coast","Fremantle",103,62,1,41
2017,7,2017-05-06,"14:10:00","VIC","M.C.G.","Collingwood","Carlton",56,79,0,-23
2017,7,2017-05-07,"14:40:00","WA","Subiaco","Fremantle","Essendon",116,79,1,37
2017,7,2017-05-06,"19:25:00","QLD","Carrara","Gold Coast","Geelong",124,99,1,25
2017,7,2017-05-07,"15:20:00","VIC","M.C.G.","Melbourne","Hawthorn",91,94,0,-3
2017,7,2017-05-06,"13:45:00","TAS","Bellerive Oval","North Melbourne","Adelaide",145,86,1,59
2017,7,2017-05-06,"16:05:00","SA","Adelaide Oval","Port Adelaide","West Coast",87,97,0,-10
2017,7,2017-05-05,"19:50:00","VIC","Docklands","St Kilda","Greater Western Sydney",108,85,1,23
2017,7,2017-05-07,"13:10:00","NSW","S.C.G.","Sydney","Brisbane Lions",135,81,1,54
2017,7,2017-05-06,"19:25:00","VIC","Docklands","Western Bulldogs","Richmond",80,75,1,5
2017,8,2017-05-13,"19:10:00","SA","Adelaide Oval","Adelaide","Melbourne",66,107,0,-41
2017,8,2017-05-13,"19:25:00","VIC","M.C.G.","Essendon","Geelong",110,93,1,17
2017,8,2017-05-14,"13:15:00","CHN","Adelaide Arena at Jiangwan Stadium","Gold Coast","Port Adelaide",38,110,0,-72
2017,8,2017-05-13,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",102,99,1,3
2017,8,2017-05-13,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Brisbane Lions",113,75,1,38
2017,8,2017-05-14,"16:40:00","VIC","Docklands","North Melbourne","Sydney",78,120,0,-42
2017,8,2017-05-14,"13:10:00","VIC","M.C.G.","Richmond","Fremantle",70,72,0,-2
2017,8,2017-05-13,"14:10:00","VIC","Docklands","St Kilda","Carlton",85,66,1,19
2017,8,2017-05-12,"18:10:00","WA","Subiaco","West Coast","Western Bulldogs",69,61,1,8
2017,9,2017-05-20,"19:25:00","QLD","Gabba","Brisbane Lions","Adelaide",60,140,0,-80
2017,9,2017-05-20,"19:25:00","VIC","M.C.G.","Collingwood","Hawthorn",90,72,1,18
2017,9,2017-05-21,"13:10:00","VIC","Docklands","Essendon","West Coast",125,64,1,61
2017,9,2017-05-21,"14:40:00","WA","Subiaco","Fremantle","Carlton",86,51,1,35
2017,9,2017-05-19,"19:50:00","VIC","GMHBA Stadium","Geelong","Western Bulldogs",104,81,1,23
2017,9,2017-05-20,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",78,75,1,3
2017,9,2017-05-21,"15:20:00","VIC","M.C.G.","Melbourne","North Melbourne",90,104,0,-14
2017,9,2017-05-20,"13:45:00","VIC","Docklands","St Kilda","Sydney",68,118,0,-50
2017,10,2017-05-27,"19:10:00","SA","Adelaide Oval","Adelaide","Fremantle",143,43,1,100
2017,10,2017-05-28,"15:20:00","VIC","Docklands","Carlton","North Melbourne",96,113,0,-17
2017,10,2017-05-28,"13:10:00","VIC","M.C.G.","Collingwood","Brisbane Lions",129,84,1,45
2017,10,2017-05-25,"19:20:00","VIC","GMHBA Stadium","Geelong","Port Adelaide",81,79,1,2
2017,10,2017-05-27,"16:05:00","NT","Traeger Park","Melbourne","Gold Coast",122,87,1,35
2017,10,2017-05-27,"19:25:00","VIC","M.C.G.","Richmond","Essendon",81,66,1,15
2017,10,2017-05-26,"19:50:00","NSW","S.C.G.","Sydney","Hawthorn",75,81,0,-6
2017,10,2017-05-28,"14:40:00","WA","Subiaco","West Coast","Greater Western Sydney",90,98,0,-8
2017,10,2017-05-27,"13:45:00","VIC","Docklands","Western Bulldogs","St Kilda",90,50,1,40
2017,11,2017-06-04,"14:40:00","WA","Subiaco","Fremantle","Collingwood",85,105,0,-20
2017,11,2017-06-02,"19:50:00","VIC","GMHBA Stadium","Geelong","Adelaide",96,74,1,22
2017,11,2017-06-03,"13:45:00","QLD","Carrara","Gold Coast","West Coast",80,77,1,3
2017,11,2017-06-03,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",117,101,1,16
2017,11,2017-06-03,"19:25:00","VIC","Docklands","North Melbourne","Richmond",66,101,0,-35
2017,11,2017-06-01,"19:20:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",98,47,1,51
2017,12,2017-06-09,"19:20:00","SA","Adelaide Oval","Adelaide","St Kilda",111,54,1,57
2017,12,2017-06-10,"16:35:00","QLD","Gabba","Brisbane Lions","Fremantle",121,64,1,57
2017,12,2017-06-11,"15:20:00","VIC","Docklands","Carlton","Greater Western Sydney",71,70,1,1
2017,12,2017-06-10,"19:25:00","VIC","Docklands","Essendon","Port Adelaide",131,61,1,70
2017,12,2017-06-10,"13:45:00","VIC","M.C.G.","Hawthorn","Gold Coast",79,95,0,-16
2017,12,2017-06-12,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",104,100,1,4
2017,12,2017-06-08,"19:20:00","NSW","S.C.G.","Sydney","Western Bulldogs",88,42,1,46
2017,13,2017-06-17,"19:25:00","QLD","Carrara","Gold Coast","Carlton",73,83,0,-10
2017,13,2017-06-16,"19:50:00","VIC","Docklands","North Melbourne","St Kilda",72,89,0,-17
2017,13,2017-06-17,"16:05:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",121,81,1,40
2017,13,2017-06-17,"13:45:00","VIC","M.C.G.","Richmond","Sydney",71,80,0,-9
2017,13,2017-06-15,"18:10:00","WA","Subiaco","West Coast","Geelong",83,70,1,13
2017,13,2017-06-18,"15:20:00","VIC","Docklands","Western Bulldogs","Melbourne",56,113,0,-57
2017,14,2017-06-22,"19:20:00","SA","Adelaide Oval","Adelaide","Hawthorn",82,96,0,-14
2017,14,2017-06-24,"16:35:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",86,146,0,-60
2017,14,2017-06-24,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",62,93,0,-31
2017,14,2017-06-25,"13:10:00","VIC","GMHBA Stadium","Geelong","Fremantle",74,72,1,2
2017,14,2017-06-25,"15:20:00","VIC","M.C.G.","Richmond","Carlton",84,58,1,26
2017,14,2017-06-25,"16:40:00","VIC","Docklands","St Kilda","Gold Coast",103,72,1,31
2017,14,2017-06-23,"19:50:00","NSW","S.C.G.","Sydney","Essendon",86,85,1,1
2017,14,2017-06-24,"17:40:00","WA","Subiaco","West Coast","Melbourne",96,99,0,-3
2017,14,2017-06-24,"19:25:00","VIC","Docklands","Western Bulldogs","North Melbourne",107,106,1,1
2017,15,2017-07-01,"14:10:00","VIC","M.C.G.","Carlton","Adelaide",77,89,0,-12
2017,15,2017-07-02,"13:10:00","VIC","Docklands","Essendon","Brisbane Lions",82,90,0,-8
2017,15,2017-07-02,"14:40:00","WA","Subiaco","Fremantle","St Kilda",80,89,0,-9
2017,15,2017-07-01,"16:35:00","QLD","Carrara","Gold Coast","North Melbourne",118,99,1,19
2017,15,2017-07-01,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Geelong",68,68,0,0
2017,15,2017-07-02,"15:20:00","VIC","M.C.G.","Hawthorn","Collingwood",118,94,1,24
2017,15,2017-06-30,"19:50:00","VIC","M.C.G.","Melbourne","Sydney",50,85,0,-35
2017,15,2017-07-01,"19:10:00","SA","Adelaide Oval","Port Adelaide","Richmond",63,76,0,-13
2017,15,2017-07-01,"13:45:00","VIC","Docklands","Western Bulldogs","West Coast",80,87,0,-7
2017,16,2017-07-07,"19:20:00","SA","Adelaide Oval","Adelaide","Western Bulldogs",104,45,1,59
2017,16,2017-07-08,"19:25:00","QLD","Gabba","Brisbane Lions","Geelong",78,163,0,-85
2017,16,2017-07-09,"15:20:00","VIC","M.C.G.","Carlton","Melbourne",82,90,0,-8
2017,16,2017-07-08,"14:10:00","VIC","M.C.G.","Collingwood","Essendon",80,117,0,-37
2017,16,2017-07-08,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","Greater Western Sydney",97,97,0,0
2017,16,2017-07-09,"13:10:00","VIC","Docklands","North Melbourne","Fremantle",82,86,0,-4
2017,16,2017-07-08,"19:25:00","VIC","Docklands","St Kilda","Richmond",138,71,1,67
2017,16,2017-07-08,"16:35:00","NSW","S.C.G.","Sydney","Gold Coast",118,51,1,67
2017,16,2017-07-09,"14:40:00","WA","Subiaco","West Coast","Port Adelaide",88,120,0,-32
2017,17,2017-07-16,"15:20:00","VIC","M.C.G.","Carlton","Western Bulldogs",62,82,0,-20
2017,17,2017-07-16,"14:40:00","WA","Subiaco","Fremantle","West Coast",44,74,0,-30
2017,17,2017-07-15,"13:45:00","VIC","M.C.G.","Geelong","Hawthorn",88,85,1,3
2017,17,2017-07-15,"16:35:00","QLD","Carrara","Gold Coast","Collingwood",88,103,0,-15
2017,17,2017-07-15,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",83,96,0,-13
2017,17,2017-07-15,"19:10:00","NT","Marrara Oval","Melbourne","Adelaide",70,116,0,-46
2017,17,2017-07-15,"13:40:00","SA","Adelaide Oval","Port Adelaide","North Melbourne",127,57,1,70
2017,17,2017-07-16,"13:10:00","VIC","Docklands","Richmond","Brisbane Lions",112,81,1,31
2017,17,2017-07-14,"19:50:00","VIC","Docklands","St Kilda","Essendon",57,118,0,-61
2017,18,2017-07-21,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",91,70,1,21
2017,18,2017-07-23,"16:40:00","QLD","Gabba","Brisbane Lions","Carlton",112,82,1,30
2017,18,2017-07-23,"15:20:00","VIC","Docklands","Collingwood","West Coast",93,85,1,8
2017,18,2017-07-22,"13:45:00","VIC","Docklands","Essendon","North Melbourne",132,105,1,27
2017,18,2017-07-22,"17:40:00","WA","Subiaco","Fremantle","Hawthorn",48,100,0,-52
2017,18,2017-07-22,"14:10:00","VIC","M.C.G.","Melbourne","Port Adelaide",88,65,1,23
2017,18,2017-07-23,"13:10:00","VIC","M.C.G.","Richmond","Greater Western Sydney",64,45,1,19
2017,18,2017-07-22,"19:25:00","NSW","S.C.G.","Sydney","St Kilda",101,59,1,42
2017,18,2017-07-22,"16:35:00","QLD","Cazaly's Stadium","Western Bulldogs","Gold Coast",110,56,1,54
2017,19,2017-07-29,"19:25:00","VIC","Docklands","Carlton","Geelong",58,123,0,-65
2017,19,2017-07-30,"15:20:00","VIC","M.C.G.","Collingwood","Adelaide",103,103,0,0
2017,19,2017-07-29,"19:25:00","QLD","Carrara","Gold Coast","Richmond",65,98,0,-33
2017,19,2017-07-29,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Fremantle",98,86,1,12
2017,19,2017-07-28,"19:50:00","VIC","M.C.G.","Hawthorn","Sydney",72,66,1,6
2017,19,2017-07-29,"13:45:00","TAS","Bellerive Oval","North Melbourne","Melbourne",76,72,1,4
2017,19,2017-07-29,"16:05:00","SA","Adelaide Oval","Port Adelaide","St Kilda",63,61,1,2
2017,19,2017-07-30,"14:40:00","WA","Subiaco","West Coast","Brisbane Lions",113,45,1,68
2017,19,2017-07-30,"13:10:00","VIC","Docklands","Western Bulldogs","Essendon",127,97,1,30
2017,20,2017-08-06,"16:10:00","SA","Adelaide Oval","Adelaide","Port Adelaide",130,46,1,84
2017,20,2017-08-05,"16:35:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",89,103,0,-14
2017,20,2017-08-05,"14:10:00","VIC","M.C.G.","Essendon","Carlton",84,76,1,8
2017,20,2017-08-05,"17:40:00","WA","Subiaco","Fremantle","Gold Coast",90,67,1,23
2017,20,2017-08-04,"19:50:00","VIC","GMHBA Stadium","Geelong","Sydney",61,107,0,-46
2017,20,2017-08-05,"13:45:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Melbourne",97,62,1,35
2017,20,2017-08-05,"19:25:00","VIC","Docklands","North Melbourne","Collingwood",57,111,0,-54
2017,20,2017-08-06,"15:20:00","VIC","M.C.G.","Richmond","Hawthorn",93,64,1,29
2017,20,2017-08-06,"13:10:00","VIC","Docklands","St Kilda","West Coast",103,95,1,8
2017,21,2017-08-12,"16:35:00","QLD","Gabba","Brisbane Lions","Gold Coast",142,84,1,58
2017,21,2017-08-12,"19:25:00","VIC","Docklands","Essendon","Adelaide",80,123,0,-43
2017,21,2017-08-12,"14:10:00","VIC","GMHBA Stadium","Geelong","Richmond",80,66,1,14
2017,21,2017-08-13,"15:20:00","TAS","University of Tasmania Stadium","Hawthorn","North Melbourne",116,89,1,27
2017,21,2017-08-13,"13:10:00","VIC","M.C.G.","Melbourne","St Kilda",96,72,1,24
2017,21,2017-08-13,"16:10:00","SA","Adelaide Oval","Port Adelaide","Collingwood",98,71,1,27
2017,21,2017-08-12,"13:45:00","NSW","S.C.G.","Sydney","Fremantle",143,39,1,104
2017,21,2017-08-12,"17:40:00","WA","Subiaco","West Coast","Carlton",100,83,1,17
2017,21,2017-08-11,"19:50:00","VIC","Docklands","Western Bulldogs","Greater Western Sydney",57,105,0,-48
2017,22,2017-08-18,"19:20:00","SA","Adelaide Oval","Adelaide","Sydney",80,83,0,-3
2017,22,2017-08-19,"19:25:00","VIC","Docklands","Carlton","Hawthorn",77,70,1,7
2017,22,2017-08-19,"14:10:00","VIC","M.C.G.","Collingwood","Geelong",59,70,0,-11
2017,22,2017-08-20,"14:40:00","WA","Subiaco","Fremantle","Richmond",51,155,0,-104
2017,22,2017-08-19,"19:25:00","QLD","Carrara","Gold Coast","Essendon",57,90,0,-33
2017,22,2017-08-19,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",81,60,1,21
2017,22,2017-08-20,"13:10:00","VIC","M.C.G.","Melbourne","Brisbane Lions",104,91,1,13
2017,22,2017-08-20,"15:20:00","VIC","Docklands","St Kilda","North Melbourne",127,78,1,49
2017,22,2017-08-19,"13:45:00","VIC","Mars Stadium","Western Bulldogs","Port Adelaide",79,96,0,-17
2017,23,2017-08-26,"14:10:00","QLD","Gabba","Brisbane Lions","North Melbourne",79,130,0,-51
2017,23,2017-08-26,"13:45:00","VIC","M.C.G.","Collingwood","Melbourne",99,83,1,16
2017,23,2017-08-27,"13:10:00","VIC","Docklands","Essendon","Fremantle",107,92,1,15
2017,23,2017-08-26,"19:25:00","VIC","GMHBA Stadium","Geelong","Greater Western Sydney",103,59,1,44
2017,23,2017-08-25,"19:50:00","VIC","Docklands","Hawthorn","Western Bulldogs",99,90,1,9
2017,23,2017-08-26,"19:10:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",135,20,1,115
2017,23,2017-08-27,"15:20:00","VIC","M.C.G.","Richmond","St Kilda",122,81,1,41
2017,23,2017-08-26,"16:35:00","NSW","S.C.G.","Sydney","Carlton",138,57,1,81
2017,23,2017-08-27,"14:40:00","WA","Subiaco","West Coast","Adelaide",100,71,1,29
2017,24,2017-09-07,"19:20:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",84,48,1,36
2017,24,2017-09-08,"19:50:00","VIC","M.C.G.","Geelong","Richmond",40,91,0,-51
2017,24,2017-09-09,"19:20:00","SA","Adelaide Oval","Port Adelaide","West Coast",76,78,0,-2
2017,24,2017-09-09,"16:20:00","NSW","S.C.G.","Sydney","Essendon",121,56,1,65
2017,25,2017-09-15,"19:50:00","VIC","M.C.G.","Geelong","Sydney",98,39,1,59
2017,25,2017-09-16,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",125,58,1,67
2017,26,2017-09-22,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",136,75,1,61
2017,26,2017-09-23,"16:45:00","VIC","M.C.G.","Richmond","Greater Western Sydney",103,67,1,36
2017,27,2017-09-30,"14:30:00","VIC","M.C.G.","Adelaide","Richmond",60,108,0,-48
2018,1,2018-03-23,"19:50:00","VIC","Docklands","Essendon","Adelaide",99,87,1,12
2018,1,2018-03-24,"18:25:00","QLD","Cazaly's Stadium","Gold Coast","North Melbourne",55,39,1,16
2018,1,2018-03-25,"13:10:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",133,51,1,82
2018,1,2018-03-24,"19:25:00","VIC","M.C.G.","Hawthorn","Collingwood",101,67,1,34
2018,1,2018-03-25,"15:20:00","VIC","M.C.G.","Melbourne","Geelong",94,97,0,-3
2018,1,2018-03-24,"16:05:00","SA","Adelaide Oval","Port Adelaide","Fremantle",110,60,1,50
2018,1,2018-03-22,"19:25:00","VIC","M.C.G.","Richmond","Carlton",121,95,1,26
2018,1,2018-03-24,"15:35:00","VIC","Docklands","St Kilda","Brisbane Lions",107,82,1,25
2018,1,2018-03-25,"16:20:00","WA","Optus Stadium","West Coast","Sydney",86,115,0,-29
2018,2,2018-03-29,"19:20:00","SA","Adelaide Oval","Adelaide","Richmond",118,82,1,36
2018,2,2018-03-31,"18:25:00","QLD","Gabba","Brisbane Lions","Melbourne",74,100,0,-26
2018,2,2018-03-31,"13:45:00","VIC","Docklands","Carlton","Gold Coast",67,101,0,-34
2018,2,2018-03-31,"16:35:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",79,95,0,-16
2018,2,2018-03-31,"17:10:00","WA","Optus Stadium","Fremantle","Essendon",106,90,1,16
2018,2,2018-04-02,"15:20:00","VIC","M.C.G.","Geelong","Hawthorn",117,118,0,-1
2018,2,2018-03-30,"16:20:00","VIC","Docklands","North Melbourne","St Kilda",95,43,1,52
2018,2,2018-04-01,"16:40:00","NSW","S.C.G.","Sydney","Port Adelaide",71,94,0,-23
2018,2,2018-04-01,"15:20:00","VIC","Docklands","Western Bulldogs","West Coast",70,121,0,-51
2018,3,2018-04-06,"19:50:00","VIC","M.C.G.","Carlton","Collingwood",76,100,0,-24
2018,3,2018-04-07,"14:35:00","WA","Optus Stadium","Gold Coast","Fremantle",68,96,0,-28
2018,3,2018-04-07,"14:10:00","VIC","M.C.G.","Melbourne","North Melbourne",123,86,1,37
2018,3,2018-04-07,"13:15:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",97,92,1,5
2018,3,2018-04-08,"13:10:00","VIC","M.C.G.","Richmond","Hawthorn",102,89,1,13
2018,3,2018-04-07,"19:25:00","VIC","Docklands","St Kilda","Adelaide",55,104,0,-49
2018,3,2018-04-07,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",103,87,1,16
2018,3,2018-04-08,"14:40:00","WA","Optus Stadium","West Coast","Geelong",95,80,1,15
2018,3,2018-04-08,"15:20:00","VIC","Docklands","Western Bulldogs","Essendon",104,83,1,21
2018,4,2018-04-13,"19:20:00","SA","Adelaide Oval","Adelaide","Collingwood",58,106,0,-48
2018,4,2018-04-15,"13:10:00","VIC","Docklands","Essendon","Port Adelaide",106,84,1,22
2018,4,2018-04-15,"16:40:00","VIC","GMHBA Stadium","Geelong","St Kilda",103,56,1,47
2018,4,2018-04-14,"13:45:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Fremantle",82,51,1,31
2018,4,2018-04-15,"15:20:00","VIC","M.C.G.","Hawthorn","Melbourne",115,48,1,67
2018,4,2018-04-14,"19:25:00","TAS","Bellerive Oval","North Melbourne","Carlton",116,30,1,86
2018,4,2018-04-14,"14:10:00","VIC","M.C.G.","Richmond","Brisbane Lions",110,17,1,93
2018,4,2018-04-14,"18:10:00","WA","Optus Stadium","West Coast","Gold Coast",139,59,1,80
2018,4,2018-04-14,"16:35:00","VIC","Docklands","Western Bulldogs","Sydney",79,86,0,-7
2018,5,2018-04-22,"16:40:00","QLD","Gabba","Brisbane Lions","Gold Coast",71,76,0,-5
2018,5,2018-04-21,"16:35:00","VIC","M.C.G.","Carlton","West Coast",69,79,0,-10
2018,5,2018-04-25,"15:20:00","VIC","M.C.G.","Collingwood","Essendon",101,52,1,49
2018,5,2018-04-21,"18:10:00","WA","Optus Stadium","Fremantle","Western Bulldogs",108,54,1,54
2018,5,2018-04-24,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",56,102,0,-46
2018,5,2018-04-22,"15:20:00","VIC","Docklands","North Melbourne","Hawthorn",98,70,1,28
2018,5,2018-04-21,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",50,84,0,-34
2018,5,2018-04-21,"13:45:00","VIC","Docklands","St Kilda","Greater Western Sydney",73,73,0,0
2018,5,2018-04-20,"19:50:00","NSW","S.C.G.","Sydney","Adelaide",75,85,0,-10
2018,6,2018-04-28,"19:10:00","SA","Adelaide Oval","Adelaide","Gold Coast",110,62,1,48
2018,6,2018-04-29,"15:20:00","VIC","M.C.G.","Collingwood","Richmond",70,113,0,-43
2018,6,2018-04-29,"13:10:00","VIC","Docklands","Essendon","Melbourne",72,108,0,-36
2018,6,2018-04-29,"14:40:00","WA","Optus Stadium","Fremantle","West Coast",81,89,0,-8
2018,6,2018-04-28,"13:45:00","VIC","GMHBA Stadium","Geelong","Sydney",69,86,0,-17
2018,6,2018-04-28,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Brisbane Lions",77,43,1,34
2018,6,2018-04-28,"19:25:00","TAS","University of Tasmania Stadium","Hawthorn","St Kilda",89,54,1,35
2018,6,2018-04-28,"14:10:00","VIC","Docklands","North Melbourne","Port Adelaide",69,102,0,-33
2018,6,2018-04-27,"19:50:00","VIC","Docklands","Western Bulldogs","Carlton",80,59,1,21
2018,7,2018-05-05,"19:10:00","SA","Adelaide Oval","Adelaide","Carlton",125,70,1,55
2018,7,2018-05-06,"16:40:00","QLD","Gabba","Brisbane Lions","Collingwood",114,121,0,-7
2018,7,2018-05-05,"14:10:00","VIC","M.C.G.","Essendon","Hawthorn",67,90,0,-23
2018,7,2018-05-04,"19:50:00","VIC","GMHBA Stadium","Geelong","Greater Western Sydney",93,32,1,61
2018,7,2018-05-06,"13:10:00","VIC","M.C.G.","Richmond","Fremantle",110,33,1,77
2018,7,2018-05-06,"15:20:00","VIC","Docklands","St Kilda","Melbourne",67,106,0,-39
2018,7,2018-05-05,"19:25:00","NSW","S.C.G.","Sydney","North Melbourne",66,68,0,-2
2018,7,2018-05-05,"14:35:00","WA","Optus Stadium","West Coast","Port Adelaide",102,60,1,42
2018,7,2018-05-05,"13:45:00","VIC","Mars Stadium","Western Bulldogs","Gold Coast",81,72,1,9
2018,8,2018-05-12,"14:10:00","VIC","M.C.G.","Carlton","Essendon",91,78,1,13
2018,8,2018-05-13,"15:20:00","VIC","M.C.G.","Collingwood","Geelong",45,66,0,-21
